down,quarter,yardsToGo,yardlineNumber,defendersInTheBox,numberOfPassRushers,HomeScoreBeforePlay,HomeScoreAfterPlay,VisitorScoreBeforePlay,VisitorScoreAfterPlay,PassLength,YardsAfterCatch,PlayResult,firstDown_Conversion
4,2,2,2,6,3,20,20,14,21,2,0,2,0
4,4,3,3,6,5,13,13,20,27,1,2,3,0
4,4,9,1,9,2,21,21,14,14,4,0,4,0
4,2,2,30,6,5,23,23,20,20,1,3,4,1
4,3,1,39,4,4,24,24,0,0,1,4,5,1
4,2,1,17,4,6,3,3,24,24,-1,-1,-2,0
4,4,1,44,6,4,20,20,37,37,2,9,11,1
4,4,1,5,8,3,37,37,27,27,1,0,1,0
4,4,2,13,9,5,17,17,14,14,1,3,4,1
4,4,6,7,4,4,0,0,27,27,3,0,3,0
4,2,3,10,5,3,14,21,7,7,5,5,10,1
4,1,2,24,4,4,13,13,10,10,9,5,14,1
4,1,9,4,5,4,6,6,3,10,2,2,4,0
4,4,2,11,3,4,17,17,7,7,2,3,5,1
4,3,1,19,4,4,13,13,27,27,2,6,8,1
4,1,3,27,5,3,13,13,10,10,-1,0,-1,0
4,1,6,37,5,4,10,10,0,0,1,6,7,1
4,4,1,2,6,4,0,7,14,14,1,1,2,1
4,3,6,8,7,4,3,3,13,13,1,0,1,0
4,2,3,11,7,4,13,13,0,0,5,1,6,1
4,1,2,3,4,5,6,6,6,6,1,1,2,0
4,3,1,5,3,3,10,10,21,28,4,1,5,1
4,2,3,25,5,4,21,21,20,20,6,2,8,1
4,1,2,2,4,4,0,0,10,10,1,0,1,0
4,4,3,2,8,5,20,20,24,31,2,0,2,0
4,4,5,9,6,5,37,37,17,17,0,-3,-3,0
4,4,1,7,6,5,23,23,10,10,1,2,3,1
4,1,2,6,7,3,0,0,7,7,3,0,3,1
4,4,1,1,7,5,27,27,28,35,1,0,1,0
4,4,1,5,3,3,40,47,6,6,2,3,5,1
4,3,5,3,6,3,17,24,34,34,1,2,3,0
4,3,3,33,7,5,3,3,24,24,-1,-3,-4,0
4,4,4,53,4,3,17,17,0,0,3,6,9,1
4,1,1,39,9,3,6,6,6,6,2,2,4,1
4,2,2,31,4,4,14,14,21,21,0,0,0,0
4,2,2,31,6,4,7,7,14,14,2,2,4,1
4,1,2,10,7,4,13,13,10,17,8,2,10,1
4,3,2,28,6,2,7,7,6,6,5,2,7,1
4,1,1,33,5,5,13,13,0,0,1,0,1,0
4,1,1,34,8,5,14,14,0,0,4,0,4,1
4,4,1,13,3,3,21,21,23,30,8,5,13,1
4,2,1,3,7,5,21,28,6,6,2,1,3,1
4,2,1,4,7,2,23,30,3,3,3,1,4,1
4,3,1,22,7,5,6,6,28,28,4,6,10,1
4,1,2,23,5,5,0,0,3,3,0,0,0,0
4,3,1,24,8,2,3,3,6,6,1,5,6,1
4,1,7,4,7,4,3,10,13,13,1,3,4,0
4,1,5,6,6,4,3,3,14,14,0,0,0,0
4,3,6,12,4,3,17,17,28,28,7,2,9,1
4,2,2,2,6,5,17,24,20,20,1,1,2,0
4,3,6,38,4,6,10,10,10,10,2,0,2,0
4,1,4,1,7,4,14,14,14,14,0,0,0,0
4,1,10,10,4,5,7,7,13,13,8,2,10,0
4,3,2,16,6,5,13,13,17,17,1,1,2,0
4,3,3,3,6,2,6,13,28,28,1,2,3,0
4,4,1,11,6,5,28,28,0,0,0,-2,-2,0
4,3,2,20,5,4,10,10,0,0,6,0,6,1
4,3,4,34,10,3,7,7,28,28,0,-1,-1,0
4,1,5,10,5,3,0,0,3,3,7,1,8,1
4,3,1,2,4,3,13,19,34,34,2,0,2,1
4,2,3,29,7,5,7,7,20,20,6,1,7,1
4,1,5,4,5,1,7,7,3,3,1,0,1,0
4,2,1,8,8,5,21,21,23,23,3,3,6,1
4,3,1,10,7,4,28,28,17,17,0,-1,-1,0
4,1,2,6,7,5,14,14,10,10,2,1,3,1
4,3,5,3,5,4,13,13,6,6,0,0,0,0
4,3,1,43,5,5,6,6,23,23,1,2,3,1
4,3,3,2,4,3,34,34,13,20,2,0,2,0
4,3,2,6,5,6,31,31,0,0,1,0,1,0
4,3,1,31,5,4,13,13,7,7,0,0,0,0
4,2,6,13,6,4,7,7,23,23,8,1,9,1
4,2,2,3,5,4,13,13,10,10,1,2,3,1
4,2,5,12,5,3,10,17,21,21,3,9,12,1
4,4,5,16,4,5,28,28,28,28,5,0,5,0
4,2,2,7,8,5,24,24,24,24,1,0,1,0
4,3,2,4,7,4,10,10,23,30,2,2,4,1
4,4,8,13,5,6,37,37,10,10,-1,-1,-2,0
4,2,1,24,4,3,6,6,13,13,6,1,7,1
4,2,2,3,3,4,13,13,13,13,0,0,0,0
4,1,1,50,5,5,3,3,7,7,0,-1,-1,0
4,3,1,17,6,4,10,10,21,21,3,3,6,1
4,3,5,7,8,4,3,10,0,0,4,3,7,1
4,1,3,8,3,3,0,0,10,10,2,5,7,1
4,4,3,24,6,4,14,14,23,23,-1,-2,-3,0
4,3,1,4,5,3,7,7,0,7,2,2,4,1
4,2,3,6,3,5,0,0,13,13,4,1,5,1
4,1,1,38,4,5,7,7,6,6,-1,-1,-2,0
4,4,1,2,7,3,20,20,0,7,1,1,2,1
4,3,1,6,6,4,3,3,3,3,1,0,1,0
4,3,1,40,5,4,31,31,17,17,1,0,1,0
4,2,2,10,5,5,6,6,17,17,0,0,0,0
4,3,7,15,5,1,20,20,3,3,3,0,3,0
4,4,2,10,8,4,40,40,28,28,-1,-1,-2,0
4,2,5,4,9,5,14,14,3,3,1,1,2,0
4,1,1,28,8,5,3,3,13,13,2,0,2,1
4,4,2,2,8,2,14,14,7,7,-1,-1,-2,0
4,1,7,8,3,3,10,16,13,13,3,5,8,1
4,1,6,32,7,4,14,14,6,6,8,2,10,1
4,3,1,5,7,4,7,7,0,0,3,0,3,1
4,2,1,23,6,4,0,0,14,14,10,8,18,1
4,4,11,20,8,3,20,20,34,34,3,5,8,0
4,2,3,1,4,5,14,14,17,24,1,0,1,0
4,3,4,14,8,4,0,0,10,10,1,0,1,0
4,2,4,1,7,4,10,10,14,21,1,0,1,0
4,3,10,5,5,4,6,6,34,34,3,3,6,0
4,2,2,17,6,4,21,21,14,14,0,0,0,0
4,4,1,10,6,5,37,37,17,17,3,1,4,1
4,1,2,4,5,4,13,13,6,13,1,3,4,1
4,3,2,3,7,5,34,41,20,20,1,2,3,1
4,1,1,10,6,4,6,6,13,13,2,5,7,1
4,4,1,4,5,5,42,42,3,3,0,0,0,0
4,4,3,23,3,4,7,7,14,14,0,0,0,0
4,2,10,4,6,4,10,10,13,13,3,6,9,0
4,1,3,2,5,3,0,7,6,6,1,1,2,0
4,3,1,2,4,4,20,27,20,20,1,1,2,1
4,3,6,25,3,5,23,23,7,7,2,8,10,1
4,3,2,20,6,4,3,3,27,27,5,4,9,1
4,3,3,20,4,6,6,6,14,14,4,1,5,1
4,2,1,10,4,3,14,14,20,20,0,-1,-1,0
4,3,5,9,9,4,14,14,0,7,1,8,9,1
4,1,3,19,9,2,14,14,10,10,6,2,8,1
4,3,2,95,3,4,28,28,21,21,4,1,5,1
4,2,1,12,5,4,10,10,6,6,4,7,11,1
4,2,6,2,4,5,17,24,6,6,1,1,2,0
4,4,4,38,7,6,23,23,10,10,4,2,6,1
4,3,14,4,7,4,27,27,24,24,1,2,3,0
4,1,2,6,9,4,10,10,0,0,5,1,6,1
4,4,2,5,4,4,13,13,10,10,0,0,0,0
4,4,3,7,7,3,20,20,31,31,1,1,2,0
4,1,3,12,7,3,13,13,3,3,1,10,11,1
4,1,5,5,5,4,3,3,13,13,2,2,4,0
4,3,1,11,7,4,20,20,24,24,1,0,1,0
4,3,1,18,5,6,3,3,28,28,4,0,4,1
4,3,2,8,6,4,14,14,10,17,7,1,8,1
4,4,8,2,8,4,40,40,6,6,1,2,3,0
4,1,23,27,5,3,10,10,3,3,0,0,0,0
4,4,4,91,6,5,37,37,3,3,4,0,4,0
4,1,5,44,7,5,6,6,0,0,-1,-2,-3,0
4,1,4,8,4,3,6,6,3,3,1,6,7,1
4,1,5,2,9,3,3,3,6,13,2,0,2,0
4,4,3,7,7,6,13,13,28,35,2,5,7,1
4,2,6,9,5,3,6,6,3,3,4,3,7,1
4,3,8,9,7,5,28,28,34,34,0,0,0,0
4,4,1,10,5,6,28,28,17,17,3,4,7,1
4,3,1,1,4,6,28,28,13,13,0,-1,-1,0
4,4,6,29,5,5,21,21,0,0,5,2,7,1
4,2,2,7,10,3,17,17,21,21,3,1,4,1
4,2,2,15,5,4,6,6,23,23,11,0,11,1
4,4,2,30,7,5,28,28,37,37,4,3,7,1
4,2,3,4,6,3,21,21,7,7,0,0,0,0
4,3,4,9,5,4,7,7,17,17,4,1,5,1
4,2,2,5,7,3,7,14,3,3,2,3,5,1
4,1,5,33,7,4,3,3,6,6,0,-1,-1,0
4,2,1,10,5,4,20,20,7,7,1,0,1,0
4,2,3,9,3,4,17,17,0,7,2,7,9,1
4,2,3,56,4,4,14,14,20,20,2,5,7,1
4,4,4,24,3,4,14,14,0,0,1,0,1,0
4,2,2,2,8,5,17,24,3,3,1,1,2,0
4,4,5,9,9,3,28,28,28,28,2,0,2,0
4,3,1,12,6,3,17,17,3,3,6,1,7,1
4,2,3,17,9,5,13,13,7,7,3,2,5,1
4,3,1,23,10,4,21,21,17,17,1,5,6,1
4,2,1,32,4,3,14,14,13,13,0,-6,-6,0
4,2,1,5,6,6,20,20,23,23,5,0,5,1
4,3,1,43,4,6,34,34,27,27,4,3,7,1
4,4,4,3,8,3,42,42,31,31,2,1,3,0
4,1,5,13,5,3,3,3,7,7,4,0,4,0
4,3,3,22,7,2,3,3,6,6,2,0,2,0
4,1,1,13,6,4,14,14,10,10,5,3,8,1
4,1,1,3,5,2,7,14,13,13,1,2,3,1
4,4,1,18,7,5,34,34,23,23,0,-1,-1,0
4,1,3,14,7,4,7,7,3,3,1,3,4,1
4,1,3,2,5,4,7,7,14,21,1,1,2,0
4,2,8,21,6,5,13,13,13,13,1,3,4,0
4,2,3,11,5,5,20,20,3,3,1,2,3,0
4,2,3,23,9,5,23,23,0,0,1,4,5,1
4,1,2,7,5,5,0,0,13,13,2,5,7,1
4,3,7,2,8,4,20,20,31,31,-1,0,-1,0
4,3,1,23,6,7,20,20,10,10,1,3,4,1
4,3,3,3,7,4,23,23,34,34,0,0,0,0
4,1,3,12,7,4,10,10,0,0,1,4,5,1
4,3,2,7,7,4,7,7,31,31,-1,0,-1,0
4,3,9,3,4,4,28,28,6,6,3,2,5,0
4,1,4,20,7,4,6,6,14,14,2,2,4,0
4,2,8,4,7,5,14,14,13,20,2,2,4,0
4,4,5,13,6,4,3,10,10,10,7,6,13,1
4,3,1,43,7,4,0,0,23,23,1,0,1,0
4,1,7,9,4,3,7,7,0,0,7,0,7,0
4,4,4,27,8,3,7,7,20,20,2,0,2,0
4,4,1,2,8,4,28,28,24,31,2,0,2,1
4,4,2,4,4,5,0,7,24,24,3,1,4,1
4,2,8,3,7,3,24,24,17,17,0,-4,-4,0
4,3,5,19,4,4,14,14,20,20,6,2,8,1
4,1,13,8,5,3,6,6,7,7,3,1,4,0
4,3,4,40,4,4,3,3,17,17,0,0,0,0
4,1,5,30,9,3,13,13,7,7,2,0,2,0
4,2,10,9,9,4,10,10,3,3,0,0,0,0
4,3,1,2,7,4,21,21,24,24,0,0,0,0
4,4,1,32,7,4,6,6,0,0,7,1,8,1
4,1,9,15,6,5,6,6,7,7,5,3,8,0
4,2,3,27,6,5,13,13,17,17,1,11,12,1
4,3,5,53,6,3,24,24,7,7,3,1,4,0
4,1,6,8,5,6,6,6,7,7,-1,-2,-3,0
4,3,7,32,6,5,17,17,17,17,1,2,3,0
4,2,3,20,4,4,21,21,24,24,1,0,1,0
4,1,9,14,8,5,7,7,6,6,6,1,7,0
4,4,1,21,6,3,7,7,31,31,2,0,2,1
4,1,1,24,5,5,3,3,13,13,4,3,7,1
4,3,5,16,6,4,7,7,14,14,1,1,2,0
4,4,2,1,3,5,21,21,37,37,-1,-3,-4,0
4,4,7,25,5,5,17,17,27,27,0,0,0,0
4,3,1,4,6,3,20,20,24,24,2,2,4,1
4,2,6,3,5,3,24,31,13,13,3,0,3,0
4,3,1,8,3,5,10,10,14,21,2,6,8,1
4,1,2,4,3,4,13,13,13,13,1,0,1,0
4,1,9,21,4,3,6,6,10,10,3,7,10,1
4,2,7,13,6,3,3,3,7,7,3,8,11,1
4,1,5,3,4,5,10,10,14,21,3,0,3,0
4,4,2,12,10,4,27,27,7,7,4,4,8,1
4,4,2,1,8,5,14,14,20,27,1,0,1,0
4,4,14,15,4,4,3,3,37,37,2,2,4,0
4,3,1,10,6,4,3,3,0,0,2,0,2,1
4,4,4,4,8,4,40,40,17,17,0,0,0,0
4,2,1,27,4,4,24,24,6,6,1,0,1,0
4,2,1,7,4,3,23,30,6,6,2,5,7,1
4,3,1,27,6,2,13,13,31,31,0,-1,-1,0
4,2,2,22,7,4,17,17,6,6,8,2,10,1
4,4,6,4,4,4,10,10,21,21,3,0,3,0
4,3,11,4,6,4,10,10,3,3,0,0,0,0
4,4,4,22,9,5,14,14,20,20,9,4,13,1
4,2,3,17,7,4,20,20,17,17,0,-1,-1,0
4,3,2,15,5,4,31,31,10,10,2,2,4,1
4,1,1,13,7,3,0,0,13,13,3,0,3,1
4,1,2,17,4,3,0,0,6,6,1,2,3,1
4,4,1,12,5,4,23,23,27,27,3,7,10,1
4,1,2,6,7,6,3,3,10,17,3,3,6,1
4,2,5,17,9,1,3,3,14,14,4,3,7,1
4,4,2,3,6,3,28,28,34,34,0,0,0,0
4,3,2,30,7,5,27,27,7,7,0,0,0,0
4,3,1,70,8,5,17,17,27,27,-1,0,-1,0
4,2,2,14,5,5,3,3,7,7,0,0,0,0
4,2,2,12,3,3,21,21,6,6,7,0,7,1
4,4,5,12,6,2,21,21,6,6,3,6,9,1
4,1,1,18,6,4,13,13,6,6,3,1,4,1
4,4,2,3,4,3,31,38,28,28,1,2,3,1
4,4,4,12,5,5,21,21,24,24,4,1,5,1
4,1,1,5,5,5,3,3,3,3,0,0,0,0
4,1,8,1,7,4,14,14,3,10,1,0,1,0
4,4,2,2,4,4,37,44,7,7,1,1,2,0
4,4,2,10,4,5,28,28,0,0,1,0,1,0
4,1,7,33,7,5,3,3,6,6,-1,0,-1,0
4,1,1,18,7,5,10,10,7,7,13,0,13,1
4,2,3,1,6,3,20,20,21,28,1,0,1,0
4,2,9,28,5,6,13,13,10,10,0,0,0,0
4,3,1,6,4,5,17,17,28,28,0,0,0,0
4,3,5,39,5,5,17,17,0,0,1,5,6,1
4,1,1,16,7,5,3,3,7,7,3,5,8,1
4,1,5,6,4,3,3,3,0,0,0,0,0,0
4,4,1,2,5,4,21,28,37,37,1,1,2,1
4,4,3,18,9,5,13,13,42,42,7,2,9,1
4,3,1,10,9,4,3,3,21,21,3,6,9,1
4,1,6,10,7,7,3,3,3,3,0,0,0,0
4,3,7,7,9,4,13,13,6,6,4,1,5,0
4,2,1,4,7,4,0,0,3,3,4,0,4,1
4,1,7,2,8,3,7,14,13,13,1,1,2,0
4,4,1,1,6,3,23,23,40,47,1,0,1,0
4,2,12,31,3,5,20,20,13,13,0,-2,-2,0
4,1,5,55,5,3,10,10,3,3,2,7,9,1
4,4,3,50,5,4,23,23,3,3,1,12,13,1
4,3,8,2,8,2,20,20,10,10,2,2,4,0
4,2,7,11,7,6,7,7,7,7,7,4,11,1
4,1,1,20,7,4,7,7,14,14,0,-1,-1,0
4,3,11,2,6,5,27,27,31,31,0,-3,-3,0
4,1,2,9,6,4,6,6,13,13,3,1,4,1
4,4,1,14,6,5,28,28,23,23,0,-3,-3,0
4,2,3,6,6,4,0,0,23,23,4,2,6,1
4,2,1,20,7,4,20,20,17,17,0,0,0,0
4,1,4,6,4,4,3,3,10,10,1,4,5,1
4,3,1,24,4,3,13,13,20,20,0,-1,-1,0
4,1,2,9,6,5,14,14,13,13,2,1,3,1
4,3,1,11,7,6,20,20,27,27,8,0,8,1
4,4,1,8,6,5,34,41,37,37,3,5,8,1
4,3,7,3,4,4,23,23,23,30,3,0,3,0
4,1,11,19,4,4,13,13,7,7,5,4,9,0
4,1,1,11,8,4,13,13,0,0,8,1,9,1
4,1,13,3,6,4,14,14,10,10,1,7,8,0
4,2,4,17,7,2,14,14,13,13,3,3,6,1
4,2,2,8,6,4,7,7,6,6,0,0,0,0
4,2,9,17,10,4,21,21,14,14,6,10,16,1
4,3,2,26,6,2,28,28,10,10,1,4,5,1
4,4,2,10,6,5,31,31,7,7,3,0,3,1
4,1,2,37,6,3,10,10,7,7,0,-4,-4,0
4,3,5,4,6,4,14,14,20,20,0,0,0,0
4,4,1,23,6,3,42,42,6,6,2,6,8,1
4,3,1,18,7,5,10,10,13,13,1,1,2,1
4,1,1,8,9,4,3,3,6,13,6,2,8,1
4,4,1,36,4,4,28,28,7,7,4,2,6,1
4,1,18,5,5,5,0,0,10,10,5,1,6,0
4,2,1,15,6,4,3,3,20,20,2,0,2,1
4,3,5,25,7,3,31,31,3,3,3,1,4,0
4,4,5,46,5,4,20,20,27,27,-1,-3,-4,0
4,4,10,4,9,4,42,42,42,42,5,0,5,0
4,3,1,28,5,5,10,10,13,13,6,0,6,1
4,2,2,33,6,4,24,24,7,7,9,5,14,1
4,2,1,4,9,2,23,23,14,14,1,3,4,1
4,4,7,20,6,4,13,13,17,17,11,1,12,1
4,2,5,5,3,4,24,24,7,7,2,0,2,0
4,1,1,6,5,3,13,13,14,21,3,3,6,1
4,4,1,12,8,3,23,23,14,14,3,4,7,1
4,4,2,2,5,5,7,7,10,17,2,0,2,0
4,1,1,16,6,3,14,14,6,6,3,1,4,1
4,1,2,25,7,5,3,3,3,3,1,1,2,0
4,4,7,44,3,4,40,40,3,3,0,0,0,0
4,1,4,13,6,3,7,7,14,14,0,0,0,0
4,2,7,7,6,4,6,6,20,27,5,2,7,0
4,2,1,25,8,5,7,7,20,20,1,5,6,1
4,1,3,18,7,4,10,10,13,13,6,2,8,1
4,2,5,23,5,5,21,21,6,6,12,4,16,1
4,1,2,10,7,4,13,13,10,10,2,0,2,0
4,3,5,18,7,3,20,20,7,7,0,0,0,0
4,1,1,1,9,4,7,7,10,17,1,0,1,0
4,2,1,1,6,5,17,17,17,24,1,0,1,0
4,3,2,3,7,5,34,34,34,34,0,0,0,0
4,3,9,2,7,2,28,28,7,7,2,5,7,0
4,1,4,2,7,5,14,14,7,14,1,1,2,0
4,4,1,13,6,4,24,24,37,37,0,0,0,0
4,1,1,10,8,4,10,17,13,13,6,4,10,1
4,1,11,5,9,3,0,0,7,7,2,1,3,0
4,1,1,29,4,5,7,7,7,7,1,0,1,0
4,4,6,10,3,3,37,37,42,42,-1,0,-1,0
4,4,1,10,5,4,0,0,24,24,1,2,3,1
4,1,3,10,7,3,0,0,10,10,7,0,7,1
4,4,2,13,7,4,42,42,14,14,0,0,0,0
4,1,1,2,5,4,10,17,6,6,1,1,2,1
4,1,2,1,4,3,10,10,13,20,1,0,1,0
4,1,16,2,6,4,6,6,3,3,4,6,10,0
4,4,8,26,8,4,42,42,13,13,2,5,7,0
4,2,1,15,6,3,13,13,7,7,2,8,10,1
4,3,2,3,6,4,24,31,20,20,1,2,3,1
4,3,6,23,8,3,27,27,28,28,4,6,10,1
4,4,1,3,5,6,27,34,31,31,1,2,3,1
4,2,1,1,6,5,17,17,7,14,1,0,1,0
4,1,8,4,6,5,3,3,6,13,4,0,4,0
4,2,1,11,4,5,0,0,13,13,3,0,3,1
4,2,1,33,6,4,20,20,14,14,0,-6,-6,0
4,1,7,1,7,3,6,6,10,10,2,4,6,0
4,2,4,8,5,5,20,20,3,3,4,4,8,1
4,3,2,3,7,5,31,38,3,3,1,2,3,1
4,3,3,10,5,5,7,7,27,27,4,5,9,1
4,1,8,3,5,4,10,10,13,13,0,-1,-1,0
4,4,2,94,8,3,31,31,14,14,6,3,9,1
4,3,1,12,6,4,14,14,14,14,2,0,2,1
4,4,4,19,6,3,10,10,31,31,3,0,3,0
4,2,1,12,6,4,20,20,23,23,3,0,3,1
4,2,1,25,6,5,21,21,23,23,3,7,10,1
4,2,1,8,5,3,17,17,6,6,1,3,4,1
4,3,3,6,7,5,21,21,7,7,1,1,2,0
4,2,1,23,8,5,7,7,10,10,6,0,6,1
4,3,2,18,6,4,24,24,24,24,2,2,4,1
4,4,1,8,7,4,28,28,23,23,3,1,4,1
4,4,4,28,7,4,23,23,27,27,1,7,8,1
4,1,5,27,5,4,14,14,7,7,2,1,3,0
4,1,2,20,5,4,7,7,14,14,10,8,18,1
4,1,5,10,5,5,14,14,0,0,2,3,5,0
4,2,4,36,5,3,17,17,17,17,3,1,4,0
4,2,2,36,5,4,14,14,23,23,5,1,6,1
4,2,2,26,4,4,21,21,0,0,1,1,2,0
4,4,1,26,8,5,28,28,23,23,1,9,10,1
4,4,1,2,5,4,20,27,17,17,2,0,2,1
4,4,3,9,5,5,28,28,6,6,4,5,9,1
4,2,5,30,7,6,17,17,23,23,0,-2,-2,0
4,1,1,27,6,4,14,14,6,6,1,3,4,1
4,2,1,3,6,5,7,7,7,14,1,2,3,1
4,4,9,11,6,3,37,37,27,27,1,0,1,0
4,1,1,19,7,3,10,10,3,3,2,0,2,1
4,1,3,12,5,3,6,6,0,0,6,4,10,1
4,1,5,30,6,5,10,10,14,14,1,3,4,0
4,4,1,18,4,4,7,7,28,28,1,3,4,1
4,1,7,5,8,4,14,14,10,10,2,1,3,0
4,2,10,55,7,5,10,10,24,24,7,0,7,0
4,3,4,22,5,2,7,7,7,7,1,2,3,0
4,3,6,17,7,5,7,7,23,23,6,1,7,1
4,1,3,14,8,3,14,14,7,7,7,4,11,1
4,2,1,3,4,4,20,20,20,20,-1,-2,-3,0
4,2,2,1,6,4,7,7,20,20,0,0,0,0
4,3,1,45,6,7,13,13,28,28,1,0,1,0
4,2,6,20,7,6,14,14,20,20,0,0,0,0
4,2,1,14,6,5,21,21,0,0,0,0,0,0
4,3,4,6,6,5,13,13,21,21,-1,-2,-3,0
4,1,2,2,8,4,7,7,0,7,1,1,2,0
4,3,5,43,7,3,14,14,27,27,5,2,7,1
4,4,2,2,8,2,14,21,13,13,2,0,2,0
4,4,2,4,7,3,27,27,17,17,0,0,0,0
4,1,1,17,5,6,0,0,7,7,5,5,10,1
4,4,5,24,6,4,21,21,6,6,6,3,9,1
4,3,3,8,5,2,6,6,3,3,0,0,0,0
4,1,1,19,9,4,0,0,13,13,1,0,1,0
4,2,4,6,8,5,14,14,0,7,2,4,6,1
4,3,1,13,10,3,7,7,31,31,2,3,5,1
4,4,4,6,10,5,28,35,13,13,2,4,6,1
4,3,1,12,4,4,6,13,6,6,11,1,12,1
4,1,8,13,6,3,6,6,7,7,4,3,7,0
4,2,1,4,8,3,17,24,3,3,3,1,4,1
4,1,8,9,5,5,14,14,6,6,8,0,8,0
4,3,4,34,6,3,34,34,6,6,1,0,1,0
4,2,8,5,6,4,23,30,7,7,3,2,5,0
4,4,5,12,7,4,3,3,14,14,4,2,6,1
4,2,2,15,6,2,14,14,10,10,3,4,7,1
4,4,5,32,7,3,7,7,7,7,11,6,17,1
4,2,1,44,6,4,23,23,3,3,1,3,4,1
4,2,4,8,8,5,7,7,24,24,2,2,4,0
4,1,2,7,4,3,14,14,3,3,0,-3,-3,0
4,1,1,5,6,4,7,7,3,10,1,4,5,1
4,2,2,4,5,3,13,20,10,10,3,1,4,1
4,2,2,39,4,4,24,24,20,20,1,13,14,1
4,1,3,1,6,3,6,6,14,14,0,0,0,0
4,2,9,1,4,5,23,23,7,7,2,2,4,0
4,4,5,9,7,7,3,3,40,40,3,2,5,0
4,4,3,31,6,4,7,7,40,40,3,3,6,1
4,2,6,38,8,5,20,20,24,24,0,0,0,0
4,4,1,4,4,3,13,13,6,6,-1,-5,-6,0
4,3,3,11,6,4,28,28,34,34,1,1,2,0
4,2,3,6,7,3,13,13,3,3,0,0,0,0
4,3,1,28,8,4,3,3,23,23,1,0,1,0
4,1,4,22,5,4,10,10,6,6,4,3,7,1
4,4,9,1,6,5,31,31,37,37,4,3,7,0
4,3,1,5,4,5,23,23,31,31,2,1,3,1
4,3,3,29,5,5,21,21,31,31,0,-4,-4,0
4,3,5,26,6,3,23,23,23,23,0,0,0,0
4,1,8,12,4,4,3,3,10,10,3,0,3,0
4,3,1,20,6,3,14,14,23,23,0,0,0,0
4,4,3,43,7,3,42,42,42,42,-1,-2,-3,0
4,1,8,4,5,5,14,14,14,20,4,0,4,0
4,3,6,68,10,4,14,14,13,13,12,3,15,1
4,1,2,1,5,5,7,7,14,14,-1,-1,-2,0
4,2,1,10,8,3,24,24,0,7,5,5,10,1
4,3,1,17,7,4,17,17,20,20,5,10,15,1
4,4,2,16,6,3,42,42,3,3,0,0,0,0
4,4,2,2,6,5,6,6,17,24,2,0,2,0
4,4,3,4,5,2,13,13,37,37,1,0,1,0
4,4,5,4,6,5,42,42,27,34,3,1,4,0
4,1,2,21,4,3,7,7,7,7,0,-4,-4,0
4,2,4,24,10,4,3,3,6,6,3,1,4,0
4,1,2,13,6,3,10,10,10,10,3,4,7,1
4,1,1,5,5,5,10,10,14,14,2,2,4,1
4,1,1,4,6,6,13,13,6,6,1,1,2,1
4,1,1,14,6,3,10,10,6,6,3,1,4,1
4,1,8,57,5,5,13,13,14,14,5,2,7,0
4,4,2,4,5,5,10,17,21,21,2,2,4,1
4,2,4,11,6,4,20,20,7,14,2,9,11,1
4,1,6,50,6,3,14,14,6,6,-1,-1,-2,0
4,4,9,20,7,4,13,13,10,10,8,6,14,1
4,3,4,1,5,4,21,21,10,17,1,0,1,0
4,2,2,2,6,3,6,6,17,24,2,0,2,0
4,4,3,19,5,5,31,31,23,23,0,0,0,0
4,3,4,4,6,4,23,23,34,41,1,3,4,0
4,2,2,29,5,5,17,17,0,0,3,0,3,1
4,3,1,13,5,4,13,13,21,21,2,0,2,1
4,2,2,5,6,6,3,3,21,21,2,2,4,1
4,3,2,4,6,4,17,24,21,21,2,2,4,1
4,3,12,24,9,3,13,13,20,20,2,0,2,0
4,1,1,2,5,4,0,0,10,10,1,0,1,0
4,4,1,9,5,5,3,3,28,28,1,0,1,0
4,4,1,11,5,4,13,13,13,13,0,0,0,0
4,4,1,21,7,4,13,13,3,3,3,0,3,1
4,3,1,52,6,6,28,28,28,28,3,0,3,1
4,1,5,12,7,3,0,0,0,0,1,1,2,0
4,4,5,2,8,5,7,7,17,17,0,-3,-3,0
4,4,1,3,4,3,13,13,3,10,3,0,3,1
4,4,2,1,6,5,13,20,17,17,1,0,1,0
4,1,1,17,6,3,6,6,0,0,2,10,12,1
4,3,6,8,5,4,23,23,13,13,0,-4,-4,0
4,4,2,1,8,5,3,10,7,7,1,0,1,0
4,1,4,18,3,3,14,14,6,6,0,-3,-3,0
4,1,4,30,10,6,0,0,10,10,2,3,5,1
4,2,2,6,5,5,10,10,14,14,0,-1,-1,0
4,1,3,15,8,4,14,14,7,7,1,1,2,0
4,2,3,6,6,4,13,13,21,21,1,0,1,0
4,3,1,15,6,3,23,23,21,21,1,2,3,1
4,3,1,26,6,4,31,31,20,20,3,3,6,1
4,1,3,6,7,4,0,0,7,7,2,2,4,1
4,1,1,5,4,5,13,13,6,13,1,4,5,1
4,2,4,9,8,2,21,28,14,14,8,1,9,1
4,3,7,1,6,4,3,3,10,10,0,-1,-1,0
4,3,2,11,7,3,20,20,31,31,2,3,5,1
4,4,1,3,7,4,21,21,20,20,0,-2,-2,0
4,2,3,12,6,3,21,21,6,6,0,0,0,0
4,3,2,13,7,5,27,27,6,6,4,3,7,1
4,3,1,14,6,2,24,24,27,27,1,9,10,1
4,1,2,9,5,6,6,6,10,10,1,6,7,1
